linkID,venue1,venue2
1707,collection1438,collection2304
1708,collection0107,collection0166
1709,collection0278,collection0466
1710,collection0088,collection0570
1711,collection1208,collection1373
1712,collection0055,collection0085
1713,collection0315,collection0647
1714,collection0896,collection1804
1715,collection0054,collection0222
1716,collection0945,collection1002
1717,collection0017,collection0750
1718,collection0183,collection0896
1719,collection0166,collection0204
1720,collection0037,collection0428
1721,collection0190,collection1768
1722,collection0044,collection1671
1723,collection0400,collection1030
1724,collection0703,collection2047
1725,collection1033,collection1378
1726,collection0331,collection1330
1727,collection0351,collection1167
1728,collection0935,collection1132
1729,collection0280,collection1640
1730,collection0919,collection1378
1731,collection0022,collection0183
1732,collection0073,collection0674
1733,collection0148,collection0254
1734,collection0016,collection1280
1735,collection0107,collection0124
1736,collection0242,collection0371
1737,collection0013,collection0282
1738,collection0270,collection1130
1739,collection0525,collection0761
1740,collection0047,collection0739
1741,collection0039,collection0400
1742,collection0634,collection0969
1743,collection0504,collection1626
1744,collection0025,collection0841
1745,collection0014,collection1061
1746,collection0030,collection0278
1747,collection0375,collection2212
1748,collection0038,collection0311
1749,collection0002,collection0859
1750,collection0052,collection2018
1751,collection0303,collection2304
1752,collection0395,collection0896
1753,collection0111,collection1626
1754,collection0325,collection0713
1755,collection0653,collection0746
1756,collection0485,collection0531
1757,collection0111,collection1790
1758,collection0005,collection0734
1759,collection0287,collection0756
1760,collection0022,collection0111
1761,collection0068,collection0185
1762,collection0011,collection0111
1763,collection0367,collection0562
1764,collection0010,collection0485
1765,collection0110,collection0610
1766,collection1000,collection1378
1767,collection0151,collection0311
1768,collection0010,collection0547
1769,collection0268,collection0400
1770,collection0500,collection0527
1771,collection0400,collection1585
1772,collection0303,collection0837
1773,collection0085,collection0404
1774,collection0176,collection0746
1775,collection0022,collection1846
1776,collection0254,collection0791
1777,collection0170,collection0896
1778,collection0282,collection2135
1779,collection0038,collection1489
1780,collection0003,collection0104
1781,collection0020,collection1630
1782,collection0021,collection1092
1783,collection0005,collection0159
1784,collection0162,collection0372
1785,collection0006,collection0371
1786,collection0877,collection1002
1787,collection0041,collection0995
1788,collection0874,collection0950
1789,collection0190,collection0242
1790,collection0282,collection0896
1791,collection0093,collection0548
1792,collection0032,collection0176
1793,collection0020,collection1280
1794,collection0015,collection0254
1795,collection0450,collection0727
1796,collection0950,collection1441
1797,collection0237,collection0282
1798,collection0084,collection0190
1799,collection0025,collection0219
1800,collection0055,collection0466
1801,collection0677,collection2008
1802,collection0214,collection0969
1803,collection0364,collection0922
1804,collection0701,collection2135
1805,collection0073,collection0556
1806,collection0190,collection0475
1807,collection0044,collection1208
1808,collection0040,collection0746
1809,collection0037,collection0231
1810,collection0703,collection1130
1811,collection0244,collection0729
1812,collection1002,collection1995
1813,collection1768,collection2269
1814,collection0030,collection0179
1815,collection0748,collection1790
1816,collection0851,collection2012
1817,collection0400,collection0947
1818,collection0174,collection1697
1819,collection0276,collection0831
1820,collection0176,collection0284
1821,collection0912,collection1378
1822,collection0020,collection0244
1823,collection0237,collection0450
1824,collection1067,collection1146
1825,collection0007,collection1013
1826,collection0331,collection1192
1827,collection0278,collection0311
1828,collection0107,collection0485
1829,collection0006,collection0068
1830,collection0015,collection0055
1831,collection0162,collection0701
1832,collection0005,collection1160
1833,collection0155,collection0746
1834,collection0244,collection0500
1835,collection0100,collection0936
1836,collection0017,collection1838
1837,collection0105,collection0570
1838,collection0162,collection0837
1839,collection0043,collection0051
1840,collection0089,collection0756
1841,collection1454,collection1768
1842,collection0005,collection0984
1843,collection0311,collection0547
1844,collection0364,collection0562
1845,collection0055,collection0739
1846,collection0484,collection0770
1847,collection0179,collection0703
1848,collection1619,collection1768
1849,collection0174,collection1002
1850,collection0346,collection1192
1851,collection0325,collection0861
1852,collection0064,collection0303
1853,collection0064,collection0874
1854,collection0364,collection0760
1855,collection0190,collection0686
1856,collection0272,collection1989
1857,collection1489,collection1995
1858,collection0104,collection0858
1859,collection0001,collection0585
1860,collection1307,collection1605
1861,collection0181,collection0734
1862,collection0280,collection0300
1863,collection0341,collection0485
1864,collection0415,collection0677
1865,collection0450,collection1376
1866,collection0017,collection0039
1867,collection0581,collection1207
1868,collection0118,collection0256
1869,collection0424,collection1185
1870,collection0016,collection1002
1871,collection0634,collection1072
1872,collection0726,collection2018
1873,collection0016,collection1376
1874,collection0020,collection0077
1875,collection0058,collection0984
1876,collection0100,collection1216
1877,collection0111,collection0459
1878,collection0010,collection0427
1879,collection0017,collection0030
1880,collection0293,collection0634
1881,collection1192,collection1378
1882,collection0285,collection1605
1883,collection0047,collection0162
1884,collection0073,collection1043
1885,collection0011,collection0375
1886,collection0104,collection0148
1887,collection0126,collection1216
1888,collection0162,collection2047
1889,collection0268,collection1362
1890,collection0047,collection1061
1891,collection0024,collection0454
1892,collection0256,collection0595
1893,collection0258,collection0877
1894,collection0006,collection0113
1895,collection0002,collection1623
1896,collection0055,collection0187
1897,collection0129,collection0220
1898,collection0004,collection0877
1899,collection0245,collection1348
1900,collection0011,collection0058
1901,collection0428,collection0556
1902,collection0282,collection2040
1903,collection0877,collection1208
1904,collection0254,collection1374
1905,collection1273,collection1378
1906,collection0011,collection0258
1907,collection0725,collection1033
1908,collection0245,collection0502
1909,collection0166,collection0280
1910,collection0590,collection0896
1911,collection0287,collection1167
1912,collection0231,collection0341
1913,collection1067,collection1130
1914,collection0133,collection0746
1915,collection0773,collection1110
1916,collection0750,collection2304
1917,collection0399,collection0837
1918,collection0068,collection1263
1919,collection0420,collection1185
1920,collection2223,collection2304
1921,collection0064,collection0485
1922,collection0454,collection1192
1923,collection0097,collection1804
1924,collection0325,collection1412
1925,collection0003,collection1250
1926,collection0151,collection0734
1927,collection1025,collection1203
1928,collection0581,collection2012
1929,collection0061,collection0293
1930,collection0001,collection0415
1931,collection0130,collection0876
1932,collection0100,collection0129
1933,collection0038,collection0234
1934,collection0927,collection1995
1935,collection0198,collection1043
1936,collection0022,collection0179
1937,collection0032,collection1067
1938,collection0043,collection1640
1939,collection0016,collection0242
1940,collection0166,collection0931
1941,collection0058,collection0485
1942,collection0351,collection2040
1943,collection0019,collection1640
1944,collection0514,collection1838
1945,collection0181,collection1454
1946,collection1194,collection1330
1947,collection1325,collection1441
1948,collection0085,collection0481
1949,collection1217,collection2012
1950,collection0023,collection0363
1951,collection0046,collection0400
1952,collection0325,collection0504
1953,collection1097,collection1605
1954,collection0415,collection0856
1955,collection0061,collection0935
1956,collection0970,collection1130
1957,collection0025,collection0566
1958,collection0030,collection0566
1959,collection0204,collection1995
1960,collection0019,collection0077
1961,collection0484,collection2012
1962,collection0525,collection0945
1963,collection0970,collection1804
1964,collection0351,collection1537
1965,collection0647,collection1203
1966,collection0089,collection0325
1967,collection0739,collection1454
1968,collection0004,collection0238
1969,collection0269,collection1008
1970,collection0133,collection0703
1971,collection0155,collection0877
1972,collection0064,collection0346
1973,collection0148,collection0984
1974,collection1671,collection2047
1975,collection0032,collection0354
1976,collection0021,collection0029
1977,collection0151,collection1500
1978,collection0432,collection0660
1979,collection0181,collection1995
1980,collection1167,collection2135
1981,collection0303,collection1454
1982,collection0116,collection0258
1983,collection0142,collection1605
1984,collection0325,collection1158
1985,collection0082,collection0487
1986,collection0004,collection1132
1987,collection0755,collection1378
1988,collection0085,collection0301
1989,collection0148,collection1640
1990,collection0214,collection0287
1991,collection0276,collection0312
1992,collection0254,collection0485
1993,collection0514,collection1129
1994,collection0068,collection0110
1995,collection0063,collection1374
1996,collection0402,collection0595
1997,collection0109,collection0818
1998,collection0004,collection0325
1999,collection0100,collection0109
2000,collection0111,collection2008
2001,collection0019,collection0375
2002,collection0016,collection0282
2003,collection0159,collection0466
2004,collection0017,collection2212
2005,collection0020,collection0209
2006,collection0870,collection0877
2007,collection0083,collection2012
2008,collection0076,collection1995
2009,collection0068,collection1805
2010,collection0396,collection2012
2011,collection0061,collection0761
2012,collection0756,collection1194
2013,collection0006,collection0010
2014,collection0166,collection1627
2015,collection0455,collection1373
2016,collection0122,collection0166
2017,collection0256,collection1031
2018,collection0284,collection0438
2019,collection0365,collection2304
2020,collection0469,collection1263
2021,collection0039,collection0238
2022,collection0485,collection1160
2023,collection0354,collection0703
2024,collection0054,collection0400
2025,collection0773,collection0837
2026,collection0896,collection0970
2027,collection0445,collection2012
2028,collection0068,collection0093
2029,collection0246,collection1216
2030,collection0151,collection0746
2031,collection0048,collection0155
2032,collection0905,collection1207
2033,collection0022,collection0054
2034,collection0039,collection0674
2035,collection0818,collection0969
2036,collection0029,collection0861
2037,collection0038,collection0105
2038,collection0061,collection1412
2039,collection0674,collection0749
2040,collection0428,collection0547
2041,collection0100,collection1605
2042,collection0344,collection2012
2043,collection0450,collection1399
2044,collection0548,collection1130
2045,collection0103,collection1043
2046,collection0278,collection0395
2047,collection0017,collection0300
2048,collection0485,collection0502
2049,collection0548,collection0608
2050,collection0298,collection0983
2051,collection0179,collection0339
2052,collection0874,collection0995
2053,collection0019,collection0466
2054,collection0206,collection1595
2055,collection0192,collection0215
2056,collection0485,collection1804
2057,collection0007,collection0061
2058,collection0133,collection1500
2059,collection0007,collection0414
2060,collection0003,collection0500
2061,collection0183,collection0341
2062,collection0133,collection1033
2063,collection0090,collection1146
2064,collection0077,collection0148
2065,collection0151,collection0483
2066,collection0056,collection0525
2067,collection1605,collection1626
2068,collection0021,collection0090
2069,collection0085,collection1631
2070,collection0007,collection2279
2071,collection0272,collection1002
2072,collection0244,collection0298
2073,collection0946,collection1441
2074,collection0055,collection0246
2075,collection0109,collection0748
2076,collection0427,collection1804
2077,collection0007,collection0331
2078,collection0269,collection0301
2079,collection0032,collection0713
2080,collection1167,collection2047
2081,collection0055,collection0088
2082,collection0945,collection1194
2083,collection0068,collection0462
2084,collection0062,collection2008
2085,collection0206,collection0562
2086,collection0198,collection1626
2087,collection0181,collection1194
2088,collection0831,collection1441
2089,collection1483,collection1697
2090,collection0113,collection0438
2091,collection0876,collection2008
2092,collection0214,collection0527
2093,collection1194,collection1746
2094,collection0104,collection0514
2095,collection0011,collection0969
2096,collection0504,collection1036
2097,collection0485,collection1537
2098,collection0859,collection2023
2099,collection0488,collection0749
2100,collection0044,collection0159
2101,collection0311,collection1618
2102,collection0008,collection0220
2103,collection0037,collection0151
2104,collection0258,collection2023
2105,collection0272,collection0459
2106,collection0020,collection0037
2107,collection0399,collection0537
2108,collection0004,collection0282
2109,collection0170,collection0703
2110,collection1185,collection2304
2111,collection0061,collection0272
2112,collection0739,collection1121
2113,collection0363,collection1537
2114,collection0475,collection0647
2115,collection0653,collection0818
2116,collection0562,collection1194
2117,collection0818,collection1866
2118,collection0001,collection0670
2119,collection0141,collection0420
2120,collection0001,collection1146
2121,collection0008,collection0048
2122,collection0011,collection0129
2123,collection1167,collection1280
2124,collection0427,collection1132
2125,collection0280,collection2125
2126,collection0856,collection1210
2127,collection0006,collection0234
2128,collection0071,collection0727
2129,collection0192,collection0760
2130,collection1641,collection1990
2131,collection0030,collection0455
2132,collection0427,collection0566
2133,collection0371,collection0585
2134,collection0006,collection0547
2135,collection0315,collection0765
2136,collection0107,collection0314
2137,collection0485,collection1348
2138,collection0111,collection0969
2139,collection0001,collection0417
2140,collection0351,collection1153
2141,collection0815,collection1995
2142,collection0013,collection0016
2143,collection0287,collection0701
2144,collection0278,collection0293
2145,collection0206,collection0733
2146,collection0311,collection1585
2147,collection0209,collection0855
2148,collection0280,collection1025
2149,collection0566,collection1373
2150,collection0013,collection0185
2151,collection0179,collection1378
2152,collection0034,collection0166
2153,collection0016,collection1132
2154,collection0079,collection0424
2155,collection0674,collection1036
2156,collection0011,collection0399
2157,collection0017,collection0487
2158,collection0922,collection0950
2159,collection0886,collection1198
2160,collection0298,collection2279
2161,collection0590,collection0595
2162,collection0001,collection1373
2163,collection0331,collection0746
2164,collection0118,collection0725
2165,collection0402,collection0970
2166,collection0019,collection1768
2167,collection0259,collection1146
2168,collection0017,collection0818
2169,collection0077,collection0278
2170,collection0415,collection0566
2171,collection0242,collection0500
2172,collection0001,collection0746
2173,collection0566,collection1807
2174,collection0364,collection0442
2175,collection0005,collection0746
2176,collection0058,collection0214
2177,collection0282,collection1130
2178,collection0072,collection1995
2179,collection0570,collection1378
2180,collection0181,collection0578
2181,collection0284,collection0770
2182,collection0258,collection1250
2183,collection0354,collection0485
2184,collection0162,collection0773
2185,collection0006,collection0407
2186,collection0029,collection0044
2187,collection0779,collection1500
2188,collection0048,collection0170
2189,collection0502,collection1373
2190,collection0244,collection0815
2191,collection0166,collection0312
2192,collection0052,collection1489
2193,collection0170,collection0651
2194,collection0071,collection1537
2195,collection0068,collection0107
2196,collection0947,collection1768
2197,collection0082,collection0746
2198,collection0133,collection1132
2199,collection0084,collection0562
2200,collection0428,collection0504
2201,collection0749,collection0859
2202,collection1240,collection1378
2203,collection0582,collection0969
2204,collection0415,collection0725
2205,collection0214,collection1746
2206,collection1067,collection1374
2207,collection0018,collection0647
2208,collection0542,collection1804
2209,collection0261,collection1804
2210,collection0010,collection0261
2211,collection0073,collection0268
2212,collection0148,collection1036
2213,collection0258,collection1216
2214,collection0581,collection1167
2215,collection0162,collection0485
2216,collection0703,collection0815
2217,collection0750,collection2008
2218,collection0590,collection0950
2219,collection0287,collection2012
2220,collection0206,collection0677
2221,collection0276,collection0874
2222,collection0038,collection0148
2223,collection0424,collection1946
2224,collection0725,collection1072
2225,collection0005,collection0116
2226,collection0877,collection1995
2227,collection0159,collection2135
2228,collection0877,collection1846
2229,collection0404,collection1130
2230,collection1216,collection1790
2231,collection0148,collection1489
2232,collection0166,collection0984
2233,collection0141,collection1061
2234,collection0527,collection1043
2235,collection0028,collection1198
2236,collection0030,collection0935
2237,collection0375,collection1167
2238,collection1089,collection1995
2239,collection0047,collection0064
2240,collection0245,collection0428
2241,collection0270,collection1208
2242,collection0415,collection1167
2243,collection0029,collection0166
2244,collection0005,collection0259
2245,collection0270,collection2304
2246,collection0001,collection0020
2247,collection0588,collection0701
2248,collection0029,collection0450
2249,collection0029,collection1167
2250,collection0107,collection0995
2251,collection0141,collection0280
2252,collection0219,collection0336
2253,collection0059,collection0537
2254,collection0068,collection0938
2255,collection0037,collection0748
2256,collection0402,collection1866
2257,collection0043,collection1399
2258,collection0475,collection1198
2259,collection0859,collection1846
2260,collection0017,collection0106
2261,collection0185,collection1790
2262,collection0018,collection1092
2263,collection0052,collection0287
2264,collection0071,collection0399
2265,collection0189,collection1605
2266,collection0204,collection0725
2267,collection0242,collection1033
2268,collection0072,collection0254
2269,collection0028,collection2012
2270,collection0002,collection0341
2271,collection0192,collection1146
2272,collection0030,collection0287
2273,collection0301,collection0638
2274,collection0371,collection1216
2275,collection1008,collection2012
2276,collection0935,collection2040
2277,collection0424,collection0876
2278,collection0278,collection1216
2279,collection0234,collection1208
2280,collection0336,collection0364
2281,collection0028,collection0420
2282,collection0014,collection0269
2283,collection0569,collection0701
2284,collection1036,collection1489
2285,collection0360,collection2304
2286,collection0357,collection0400
2287,collection0216,collection0896
2288,collection0162,collection0483
2289,collection0334,collection0791
2290,collection0107,collection0841
2291,collection0072,collection1146
2292,collection0375,collection1995
2293,collection0104,collection1630
2294,collection0003,collection2135
2295,collection0219,collection0278
2296,collection0073,collection0855
2297,collection0613,collection0748
2298,collection0041,collection1537
2299,collection0032,collection0113
2300,collection0566,collection1671
2301,collection0187,collection0872
2302,collection0006,collection1500
2303,collection0107,collection0581
2304,collection0008,collection0455
2305,collection0003,collection1376
2306,collection0005,collection1067
2307,collection0151,collection0214
2308,collection0315,collection0399
2309,collection0007,collection0367
2310,collection0116,collection1373
2311,collection0479,collection0566
2312,collection0100,collection0209
2313,collection0287,collection0455
2314,collection1121,collection1746
2315,collection0094,collection0739
2316,collection0041,collection0269
2317,collection0010,collection0258
2318,collection0725,collection0791
2319,collection0669,collection1348
2320,collection0166,collection0633
2321,collection0756,collection1378
2322,collection1207,collection1627
2323,collection0791,collection1146
2324,collection0001,collection0261
2325,collection0037,collection0209
2326,collection0415,collection1383
2327,collection0276,collection1192
2328,collection0167,collection1216
2329,collection0415,collection0859
2330,collection0002,collection1383
2331,collection0315,collection0995
2332,collection0610,collection0877
2333,collection0019,collection0095
2334,collection0254,collection1995
2335,collection0198,collection1146
2336,collection0039,collection0045
2337,collection0082,collection0399
2338,collection1500,collection1995
2339,collection0054,collection1348
2340,collection0188,collection0773
2341,collection0129,collection0404
2342,collection0016,collection0220
2343,collection0110,collection1768
2344,collection0162,collection0947
2345,collection0100,collection0317
2346,collection0749,collection1033
2347,collection1995,collection2008
2348,collection0039,collection0970
2349,collection0064,collection2012
2350,collection0432,collection0970
2351,collection0058,collection0939
2352,collection0130,collection0344
2353,collection0151,collection2012
2354,collection0317,collection0502
2355,collection0001,collection0085
2356,collection0010,collection0895
2357,collection0414,collection0466
2358,collection0459,collection1033
2359,collection0084,collection0721
2360,collection0062,collection0159
2361,collection0254,collection1627
2362,collection0087,collection1804
2363,collection0111,collection1500
2364,collection0466,collection0485
2365,collection0531,collection1216
2366,collection0325,collection1374
2367,collection0103,collection1216
2368,collection0764,collection1537
2369,collection0111,collection0360
2370,collection1132,collection1489
2371,collection0404,collection1641
2372,collection0254,collection0595
2373,collection0052,collection1989
2374,collection0255,collection0746
2375,collection0204,collection0995
2376,collection0141,collection0791
2377,collection0363,collection1158
2378,collection0017,collection0713
2379,collection0047,collection1043
2380,collection0231,collection0485
2381,collection0485,collection1362
2382,collection0037,collection0970
2383,collection0061,collection2125
2384,collection0407,collection0653
2385,collection0298,collection0485
2386,collection0008,collection0013
2387,collection0206,collection1153
2388,collection0269,collection0621
2389,collection0183,collection0521
2390,collection1036,collection1631
2391,collection0651,collection2012
2392,collection0442,collection0950
2393,collection0017,collection1181
2394,collection0030,collection0756
2395,collection0063,collection1373
2396,collection0038,collection0303
2397,collection0016,collection1838
2398,collection0166,collection0272
2399,collection0280,collection0303
2400,collection0791,collection1208
2401,collection0001,collection0089
2402,collection0725,collection1043
2403,collection0651,collection1146
2404,collection0877,collection1061
2405,collection0701,collection0746
2406,collection0855,collection2008
2407,collection0003,collection0371
2408,collection0651,collection1378
2409,collection0566,collection1207
2410,collection0022,collection1067
2411,collection0859,collection1378
2412,collection0090,collection0325
2413,collection0017,collection0633
2414,collection0056,collection1061
2415,collection0303,collection0660
2416,collection0860,collection1203
2417,collection0375,collection0399
2418,collection0089,collection0375
2419,collection0127,collection0450
2420,collection0566,collection0713
2421,collection0085,collection0726
2422,collection0100,collection1002
2423,collection0126,collection0280
2424,collection0061,collection0268
2425,collection0360,collection0733
2426,collection0155,collection1146
2427,collection0022,collection0044
2428,collection0130,collection0582
2429,collection0298,collection0721
2430,collection0670,collection1280
2431,collection0062,collection0254
2432,collection0407,collection0485
2433,collection0521,collection0647
2434,collection0061,collection1025
2435,collection0017,collection0365
2436,collection0166,collection0469
2437,collection0238,collection0479
2438,collection0044,collection0083
2439,collection0017,collection0050
2440,collection0058,collection0107
2441,collection1700,collection2304
2442,collection0014,collection0660
2443,collection0166,collection1037
2444,collection0401,collection1043
2445,collection0298,collection1946
2446,collection0021,collection0729
2447,collection0278,collection0936
2448,collection0019,collection0660
2449,collection0570,collection0677
2450,collection0016,collection0582
2451,collection1312,collection2304
2452,collection0424,collection1814
2453,collection0071,collection0118
2454,collection0537,collection1768
2455,collection0365,collection0424
2456,collection1373,collection1630
2457,collection0090,collection0749
2458,collection0346,collection0548
2459,collection0151,collection0701
2460,collection0076,collection1487
2461,collection0371,collection0634
2462,collection0129,collection0746
2463,collection0068,collection0276
2464,collection0466,collection0940
2465,collection0030,collection0220
2466,collection0097,collection0818
2467,collection0003,collection0105
2468,collection0082,collection0645
2469,collection0581,collection1671
2470,collection0107,collection0459
2471,collection0032,collection1678
2472,collection0148,collection0295
2473,collection0282,collection1630
2474,collection0876,collection1441
2475,collection0004,collection0370
2476,collection0984,collection1671
2477,collection0032,collection0254
2478,collection0073,collection0727
2479,collection0610,collection1121
2480,collection0174,collection0371
2481,collection0015,collection0019
2482,collection0024,collection0475
2483,collection0242,collection0301
2484,collection0276,collection0346
2485,collection0608,collection1378
2486,collection0206,collection0268
2487,collection0044,collection1280
2488,collection0052,collection0858
2489,collection0073,collection0198
2490,collection0002,collection0432
2491,collection0660,collection1780
2492,collection0371,collection0424
2493,collection0238,collection1130
2494,collection0020,collection1373
2495,collection1240,collection2012
2496,collection0269,collection0424
2497,collection0015,collection0316
2498,collection0021,collection0055
2499,collection1037,collection2012
2500,collection0450,collection1383
2501,collection0188,collection0399
2502,collection0877,collection1640
2503,collection0509,collection0608
2504,collection0063,collection0068
2505,collection0104,collection1641
2506,collection1487,collection2040
2507,collection0748,collection0984
2508,collection0017,collection0028
2509,collection0016,collection0044
2510,collection0677,collection1210
2511,collection0276,collection0837
2512,collection0014,collection0931
2513,collection0244,collection0428
2514,collection1033,collection1280
2515,collection0082,collection0351
2516,collection0029,collection0037
2517,collection0298,collection1185
2518,collection1002,collection1061
2519,collection0206,collection1031
2520,collection0039,collection0595
2521,collection0556,collection0713
2522,collection0061,collection0108
2523,collection0095,collection0896
2524,collection0248,collection0278
2525,collection0058,collection0181
2526,collection0269,collection0367
2527,collection0298,collection0395
2528,collection0032,collection0048
2529,collection0710,collection1354
2530,collection0566,collection1043
2531,collection0162,collection1184
2532,collection0500,collection1846
2533,collection0502,collection0634
2534,collection0475,collection1263
2535,collection0346,collection1263
2536,collection0090,collection1383
2537,collection0285,collection0502
2538,collection0005,collection1092
2539,collection0111,collection0316
2540,collection0124,collection1804
2541,collection0001,collection1790
2542,collection0183,collection0859
2543,collection0109,collection0746
2544,collection0017,collection0466
2545,collection0017,collection0254
2546,collection0179,collection0450
2547,collection0301,collection1804
2548,collection0298,collection0677
2549,collection0855,collection1805
2550,collection0312,collection0877
2551,collection0107,collection1846
2552,collection0111,collection1804
2553,collection0861,collection1378
2554,collection0095,collection1382
2555,collection0995,collection1061
2556,collection0375,collection0794
2557,collection0029,collection0280
2558,collection0061,collection1207
2559,collection0006,collection0401
2560,collection0073,collection0455
2561,collection0052,collection0455
2562,collection0052,collection0727
2563,collection0174,collection1378
2564,collection0315,collection1273
2565,collection0151,collection0608
2566,collection0190,collection0831
2567,collection0424,collection0578
2568,collection0085,collection0789
2569,collection0938,collection1216
2570,collection0034,collection0428
2571,collection0043,collection0234
2572,collection0701,collection1043
2573,collection0220,collection0238
2574,collection1025,collection1626
2575,collection0005,collection0935
2576,collection0220,collection0701
2577,collection0375,collection1378
2578,collection0032,collection1078
2579,collection0082,collection1097
2580,collection0331,collection0912
2581,collection0818,collection0856
2582,collection0097,collection0653
2583,collection0547,collection2135
2584,collection0548,collection2012
2585,collection0113,collection1167
2586,collection0761,collection1605
2587,collection0008,collection0791
2588,collection0831,collection1198
2589,collection0311,collection0525
2590,collection0162,collection1208
2591,collection0346,collection0395
2592,collection0007,collection0442
2593,collection0068,collection0124
2594,collection0014,collection0291
2595,collection0341,collection2023
2596,collection0548,collection1641
2597,collection0058,collection0531
2598,collection0155,collection0187
2599,collection0280,collection0976
2600,collection0166,collection2223
2601,collection0085,collection0245
2602,collection0364,collection1348
2603,collection0174,collection0298
2604,collection0142,collection1060
2605,collection0531,collection1146
2606,collection0481,collection0748
2607,collection0858,collection1995
2608,collection1487,collection1631
2609,collection0159,collection0351
2610,collection0185,collection2012
2611,collection0068,collection1229
2612,collection0424,collection0484
2613,collection0004,collection0234
2614,collection0556,collection1805
2615,collection0015,collection1641
2616,collection0282,collection0569
2617,collection0287,collection0325
2618,collection0017,collection1438
2619,collection0001,collection2160
2620,collection0475,collection1060
2621,collection0514,collection0531
2622,collection0311,collection0485
2623,collection0238,collection1805
2624,collection0045,collection0428
2625,collection0014,collection0328
2626,collection0093,collection1060
2627,collection0424,collection1121
2628,collection0002,collection1605
2629,collection0073,collection0159
2630,collection1043,collection1399
2631,collection0006,collection0325
2632,collection0005,collection0061
2633,collection0280,collection1194
2634,collection0450,collection1641
2635,collection0020,collection0040
2636,collection0531,collection0746
2637,collection1280,collection1630
2638,collection0008,collection0569
2639,collection0045,collection0354
2640,collection0204,collection1060
2641,collection0334,collection0450
2642,collection0127,collection0521
2643,collection0485,collection0765
2644,collection0073,collection0124
2645,collection0837,collection0885
2646,collection1208,collection1382
2647,collection0024,collection0399
2648,collection0856,collection1025
2649,collection0222,collection1167
2650,collection0190,collection0312
2651,collection0331,collection1263
2652,collection0204,collection2304
2653,collection0037,collection0647
2654,collection1194,collection1434
2655,collection0861,collection1208
2656,collection0244,collection0677
2657,collection0653,collection1378
2658,collection0566,collection0984
2659,collection0566,collection1198
2660,collection0111,collection1130
2661,collection0151,collection1814
2662,collection0647,collection0876
2663,collection0058,collection2018
2664,collection0346,collection1605
2665,collection0187,collection0354
2666,collection0608,collection1036
2667,collection0464,collection0773
2668,collection0183,collection1412
2669,collection0420,collection0469
2670,collection0280,collection0773
2671,collection0206,collection0746
2672,collection0402,collection1036
2673,collection1113,collection1167
2674,collection0141,collection0400
2675,collection0015,collection1805
2676,collection0100,collection1033
2677,collection0022,collection0647
2678,collection0547,collection0581
2679,collection0301,collection0450
2680,collection0014,collection0927
2681,collection0032,collection0107
2682,collection0129,collection1487
2683,collection0254,collection1412
2684,collection1043,collection1146
2685,collection0017,collection0946
2686,collection0370,collection0428
2687,collection0056,collection0298
2688,collection0287,collection1376
2689,collection0017,collection0699
2690,collection0276,collection1585
2691,collection0295,collection0455
2692,collection0725,collection0779
2693,collection0005,collection0651
2694,collection0841,collection1153
2695,collection0187,collection0514
2696,collection0877,collection0896
2697,collection0159,collection0500
2698,collection0166,collection0588
2699,collection0082,collection1595
2700,collection0013,collection0940
2701,collection0006,collection0034
2702,collection0037,collection1130
2703,collection0634,collection1160
2704,collection0424,collection0469
2705,collection0651,collection0877
2706,collection1121,collection1167
2707,collection0013,collection1626
2708,collection0015,collection0936
2709,collection0002,collection1060
2710,collection0037,collection0166
2711,collection0013,collection1846
2712,collection0214,collection0581
2713,collection0130,collection1626
2714,collection0371,collection0608
2715,collection0547,collection1804
2716,collection0298,collection0647
2717,collection0109,collection0174
2718,collection0922,collection1158
2719,collection0192,collection0336
2720,collection0030,collection0970
2721,collection0107,collection1037
2722,collection0547,collection0703
2723,collection0402,collection0935
2724,collection0219,collection0794
2725,collection0008,collection0947
2726,collection0969,collection1383
2727,collection0037,collection0170
2728,collection0278,collection0760
2729,collection0162,collection0527
2730,collection0514,collection0858
2731,collection0030,collection1376
2732,collection0007,collection0739
2733,collection0093,collection1489
2734,collection0041,collection0710
2735,collection0071,collection1167
2736,collection0054,collection0485
2737,collection0032,collection0855
2738,collection0424,collection0509
2739,collection0190,collection0877
2740,collection0179,collection0713
2741,collection0278,collection1768
2742,collection0071,collection2154
2743,collection1516,collection2012
2744,collection0109,collection0124
2745,collection1167,collection1198
2746,collection0039,collection0326
2747,collection0669,collection1441
2748,collection1376,collection2040
2749,collection0054,collection0402
2750,collection0466,collection0537
2751,collection0750,collection0984
2752,collection0364,collection2304
2753,collection0636,collection1208
2754,collection0100,collection0653
2755,collection0061,collection0729
2756,collection0105,collection0450
2757,collection0013,collection0531
2758,collection0015,collection0595
2759,collection0404,collection0500
2760,collection0019,collection0282
2761,collection0484,collection1121
2762,collection0043,collection0634
2763,collection0141,collection0351
2764,collection0488,collection1487
2765,collection0052,collection0105
2766,collection0325,collection0791
2767,collection0346,collection0841
2768,collection0013,collection1132
2769,collection0214,collection1072
2770,collection1383,collection2125
2771,collection0484,collection1780
2772,collection1487,collection1489
2773,collection0021,collection0479
2774,collection0004,collection1129
2775,collection0082,collection0298
2776,collection0003,collection0905
2777,collection0176,collection0346
2778,collection0127,collection0192
2779,collection0578,collection2304
2780,collection0621,collection2012
2781,collection0113,collection1043
2782,collection0726,collection2012
