linkID,venue1,venue2
3123,collection0073,collection0254
3124,collection0130,collection0976
3125,collection0039,collection0859
3126,collection0002,collection0130
3127,collection0010,collection0414
3128,collection0010,collection0016
3129,collection0174,collection0739
3130,collection0093,collection1061
3131,collection0017,collection0107
3132,collection0100,collection0856
3133,collection0002,collection1033
3134,collection0588,collection2304
3135,collection1043,collection1584
3136,collection0363,collection1348
3137,collection0013,collection0170
3138,collection0713,collection0749
3139,collection0278,collection0791
3140,collection0010,collection0502
3141,collection0006,collection0459
3142,collection0166,collection1167
3143,collection0258,collection0280
3144,collection0002,collection0462
3145,collection0407,collection1500
3146,collection0231,collection0861
3147,collection1207,collection1280
3148,collection0298,collection0303
3149,collection0048,collection0258
3150,collection0025,collection1061
3151,collection0039,collection0525
3152,collection0071,collection1036
3153,collection0010,collection0234
3154,collection0017,collection0922
3155,collection0725,collection1378
3156,collection1130,collection1846
3157,collection0354,collection1146
3158,collection0336,collection0502
3159,collection0043,collection0090
3160,collection0176,collection0841
3161,collection0647,collection1626
3162,collection0776,collection1092
3163,collection0151,collection1678
3164,collection0082,collection0739
3165,collection0315,collection1325
3166,collection0111,collection0328
3167,collection0008,collection0703
3168,collection0079,collection0254
3169,collection0063,collection1487
3170,collection0198,collection0710
3171,collection0088,collection0278
3172,collection0038,collection1160
3173,collection0404,collection1043
3174,collection0142,collection0162
3175,collection0570,collection1804
3176,collection0079,collection0293
3177,collection0660,collection0749
3178,collection0209,collection1489
3179,collection0007,collection0021
3180,collection0155,collection1995
3181,collection0351,collection0669
3182,collection0258,collection0341
3183,collection0084,collection0364
3184,collection0190,collection0500
3185,collection0450,collection1158
3186,collection1378,collection2212
3187,collection0021,collection0245
3188,collection0007,collection0469
3189,collection0015,collection0677
3190,collection0041,collection0400
3191,collection0428,collection0779
3192,collection0061,collection0696
3193,collection0371,collection0537
3194,collection0044,collection0713
3195,collection0187,collection0877
3196,collection0254,collection0504
3197,collection0525,collection0897
3198,collection0021,collection0683
3199,collection1002,collection1280
3200,collection0082,collection0896
3201,collection0008,collection0414
3202,collection0055,collection0533
3203,collection0328,collection0485
3204,collection0293,collection0701
3205,collection0124,collection0870
3206,collection0485,collection0962
3207,collection1026,collection1043
3208,collection0107,collection0198
3209,collection0280,collection0645
3210,collection0234,collection0634
3211,collection0770,collection1185
3212,collection0141,collection0424
3213,collection0674,collection1146
3214,collection0475,collection1330
3215,collection0404,collection0855
3216,collection0093,collection1307
3217,collection0424,collection0610
3218,collection0244,collection1372
3219,collection0032,collection0039
3220,collection0003,collection0935
3221,collection0044,collection0242
3222,collection0034,collection0371
3223,collection0124,collection1382
3224,collection0183,collection1995
3225,collection0446,collection0590
3226,collection0206,collection0701
3227,collection0696,collection1208
3228,collection0162,collection1026
3229,collection0017,collection1646
3230,collection0414,collection1412
3231,collection0001,collection0079
3232,collection0006,collection1167
3233,collection0087,collection1146
3234,collection0142,collection1216
3235,collection0245,collection0254
3236,collection0183,collection1382
3237,collection0025,collection0608
3238,collection1378,collection1846
3239,collection0703,collection0940
3240,collection0342,collection1489
3241,collection1089,collection1378
3242,collection0003,collection0969
3243,collection0442,collection0877
3244,collection0068,collection1412
3245,collection0068,collection0590
3246,collection0017,collection1157
3247,collection0017,collection0148
3248,collection0855,collection1067
3249,collection0669,collection1194
3250,collection0905,collection2304
3251,collection0231,collection2018
3252,collection0407,collection0969
3253,collection0008,collection0011
3254,collection0011,collection0364
3255,collection0400,collection0861
3256,collection0280,collection0396
3257,collection0204,collection1348
3258,collection0085,collection1280
3259,collection0739,collection2304
3260,collection0938,collection2304
3261,collection0007,collection1441
3262,collection0062,collection0653
3263,collection0041,collection0284
3264,collection0415,collection0483
3265,collection0039,collection2047
3266,collection1203,collection1216
3267,collection0595,collection2012
3268,collection0048,collection0858
3269,collection1026,collection1208
3270,collection0020,collection0030
3271,collection0466,collection0548
3272,collection1216,collection1846
3273,collection0634,collection1067
3274,collection0001,collection0231
3275,collection1184,collection1746
3276,collection0188,collection0364
3277,collection0004,collection0939
3278,collection0170,collection1631
3279,collection0428,collection0674
3280,collection0475,collection1697
3281,collection0020,collection0450
3282,collection0004,collection0216
3283,collection1487,collection2012
3284,collection0647,collection1804
3285,collection0038,collection1130
3286,collection0341,collection2008
3287,collection0048,collection0187
3288,collection0041,collection0896
3289,collection0021,collection0282
3290,collection0032,collection0562
3291,collection0030,collection0170
3292,collection0002,collection0354
3293,collection0124,collection1067
3294,collection0085,collection0779
3295,collection0174,collection0701
3296,collection0068,collection0651
3297,collection0045,collection0061
3298,collection0046,collection0130
3299,collection0331,collection1354
3300,collection0038,collection2012
3301,collection0147,collection0181
3302,collection0008,collection0634
3303,collection0581,collection1631
3304,collection0414,collection0756
3305,collection0023,collection0450
3306,collection0107,collection1631
3307,collection0537,collection1678
3308,collection0256,collection2047
3309,collection0183,collection0282
3310,collection0483,collection0710
3311,collection0424,collection1050
3312,collection1531,collection2012
3313,collection0415,collection0818
3314,collection0151,collection0797
3315,collection1179,collection1441
3316,collection0093,collection1768
3317,collection0976,collection1441
3318,collection0531,collection1626
3319,collection0019,collection0316
3320,collection0118,collection2304
3321,collection0073,collection0234
3322,collection0303,collection0454
3323,collection0052,collection0442
3324,collection0003,collection0455
3325,collection0014,collection0976
3326,collection0399,collection0464
3327,collection0450,collection1036
3328,collection1121,collection2304
3329,collection0004,collection0317
3330,collection0860,collection1129
3331,collection0041,collection0107
3332,collection0037,collection2135
3333,collection0238,collection1671
3334,collection0061,collection0354
3335,collection0115,collection1768
3336,collection0861,collection1152
3337,collection0192,collection1378
3338,collection0011,collection0021
3339,collection1061,collection1780
3340,collection0126,collection0187
3341,collection0011,collection0107
3342,collection0037,collection0984
3343,collection0100,collection0414
3344,collection0162,collection1378
3345,collection0242,collection1866
3346,collection0109,collection0432
3347,collection0019,collection0127
3348,collection0414,collection0939
3349,collection0725,collection0976
3350,collection0256,collection0466
3351,collection0660,collection1585
3352,collection0363,collection1208
3353,collection0028,collection0475
3354,collection0219,collection1061
3355,collection0190,collection0351
3356,collection0660,collection0877
3357,collection0095,collection0311
3358,collection0013,collection0595
3359,collection0696,collection2008
3360,collection0002,collection0106
3361,collection0104,collection0400
3362,collection0328,collection0566
3363,collection0206,collection0312
3364,collection0004,collection1092
3365,collection1263,collection1483
3366,collection0052,collection0159
3367,collection0034,collection2012
3368,collection0007,collection1626
3369,collection0010,collection0328
3370,collection0013,collection0280
3371,collection0206,collection1240
3372,collection0017,collection1030
3373,collection0002,collection0011
3374,collection0187,collection0525
3375,collection0010,collection0936
3376,collection0190,collection0371
3377,collection0725,collection1995
3378,collection0525,collection1399
3379,collection0170,collection0502
3380,collection0004,collection0647
3381,collection0485,collection1280
3382,collection0073,collection1768
3383,collection0095,collection0525
3384,collection0011,collection1036
3385,collection0141,collection0190
3386,collection0044,collection0748
3387,collection0058,collection1301
3388,collection0095,collection1995
3389,collection1192,collection1441
3390,collection0068,collection1630
3391,collection0282,collection1584
3392,collection0424,collection1020
3393,collection0147,collection0734
3394,collection0331,collection0502
3395,collection0238,collection0582
3396,collection0234,collection0293
3397,collection1130,collection1631
3398,collection0002,collection0533
3399,collection0739,collection1132
3400,collection0071,collection1121
3401,collection0037,collection0090
3402,collection0159,collection0647
3403,collection0466,collection0717
3404,collection0342,collection1036
3405,collection0280,collection0527
3406,collection0533,collection0556
3407,collection0014,collection1129
3408,collection0610,collection0739
3409,collection0010,collection0859
3410,collection0162,collection0514
3411,collection0130,collection0258
3412,collection0084,collection0395
3413,collection0043,collection0818
3414,collection0269,collection0363
3415,collection1006,collection2304
3416,collection0148,collection2135
3417,collection0105,collection1378
3418,collection0696,collection1092
3419,collection0475,collection0660
3420,collection0068,collection1678
3421,collection0246,collection1804
3422,collection0701,collection0872
3423,collection0360,collection0725
3424,collection0896,collection1768
3425,collection0037,collection0500
3426,collection0238,collection1072
3427,collection0025,collection2012
3428,collection0581,collection1373
3429,collection0331,collection0922
3430,collection1216,collection2018
3431,collection0090,collection1804
3432,collection0339,collection2012
3433,collection1194,collection1780
3434,collection0268,collection0791
3435,collection0198,collection0256
3436,collection0360,collection0969
3437,collection0677,collection1185
3438,collection0061,collection1631
3439,collection0001,collection1768
3440,collection0129,collection1092
3441,collection0068,collection0484
3442,collection0116,collection1641
3443,collection0995,collection1092
3444,collection0093,collection0502
3445,collection1146,collection1378
3446,collection0048,collection0424
3447,collection0015,collection0856
3448,collection0043,collection0401
3449,collection0039,collection0107
3450,collection0100,collection0701
3451,collection0105,collection0701
3452,collection0566,collection1378
3453,collection0062,collection1489
3454,collection0017,collection0761
3455,collection0068,collection0414
3456,collection0022,collection0043
3457,collection1184,collection1605
3458,collection0280,collection0472
3459,collection0142,collection2304
3460,collection0739,collection2012
3461,collection0016,collection0660
3462,collection0746,collection0980
3463,collection0130,collection0287
3464,collection0039,collection0272
3465,collection0484,collection1626
3466,collection0375,collection0537
3467,collection0209,collection0525
3468,collection0214,collection0500
3469,collection0013,collection0965
3470,collection0021,collection0727
3471,collection0002,collection0548
3472,collection0043,collection0084
3473,collection0244,collection0858
3474,collection0371,collection1208
3475,collection0003,collection0527
3476,collection0360,collection0500
3477,collection0581,collection1216
3478,collection0725,collection1092
3479,collection0206,collection1804
3480,collection0395,collection0525
3481,collection0032,collection0148
3482,collection0093,collection0475
3483,collection0371,collection2018
3484,collection0002,collection1181
3485,collection1067,collection1207
3486,collection0055,collection0334
3487,collection1113,collection1537
3488,collection0039,collection0727
3489,collection0174,collection0280
3490,collection0278,collection0500
3491,collection0111,collection1146
3492,collection0237,collection0242
3493,collection0166,collection0450
3494,collection0475,collection0764
3495,collection0176,collection0608
3496,collection0174,collection1434
3497,collection0970,collection1631
3498,collection1735,collection2304
3499,collection0276,collection0710
3500,collection0462,collection0748
3501,collection0936,collection2012
3502,collection0170,collection0256
3503,collection0020,collection0048
3504,collection0020,collection2012
3505,collection0276,collection2304
3506,collection1198,collection1814
3507,collection0370,collection1043
3508,collection0127,collection1130
3509,collection0017,collection0284
3510,collection0159,collection0525
3511,collection0007,collection0400
3512,collection0016,collection0063
3513,collection0701,collection0859
3514,collection0703,collection1373
3515,collection0046,collection0142
3516,collection0437,collection0874
3517,collection0005,collection0011
3518,collection0061,collection0126
3519,collection0013,collection0160
3520,collection0017,collection0451
3521,collection1061,collection1585
3522,collection0046,collection0185
3523,collection0036,collection1671
3524,collection0029,collection0095
3525,collection0280,collection0342
3526,collection0896,collection1198
3527,collection0166,collection0789
3528,collection0303,collection1378
3529,collection0841,collection1043
3530,collection0229,collection2071
3531,collection0488,collection1780
3532,collection0054,collection1838
3533,collection0045,collection0371
3534,collection0068,collection1089
3535,collection0647,collection1846
3536,collection1129,collection1378
3537,collection0204,collection1061
3538,collection0133,collection0428
3539,collection0424,collection0935
3540,collection0110,collection0442
3541,collection1184,collection1263
3542,collection0198,collection0514
3543,collection0126,collection0407
3544,collection0008,collection0100
3545,collection0038,collection0039
3546,collection0043,collection1072
3547,collection0459,collection0746
3548,collection0017,collection0252
3549,collection0502,collection1399
3550,collection0334,collection0647
3551,collection0054,collection1995
3552,collection0013,collection1216
3553,collection0856,collection1626
3554,collection0048,collection0124
3555,collection1207,collection2040
3556,collection0043,collection0581
3557,collection0014,collection0725
3558,collection0414,collection0487
3559,collection0041,collection0791
3560,collection0332,collection0364
3561,collection0424,collection0479
3562,collection0278,collection1130
3563,collection0032,collection0548
3564,collection0176,collection0351
3565,collection0365,collection0399
3566,collection1378,collection1487
3567,collection0116,collection0525
3568,collection0415,collection0450
3569,collection0108,collection0204
3570,collection0548,collection0578
3571,collection0030,collection0634
3572,collection0103,collection0130
3573,collection0002,collection0336
3574,collection0044,collection0858
3575,collection0570,collection2304
3576,collection0661,collection0773
3577,collection0068,collection1804
3578,collection0014,collection0316
3579,collection0006,collection0097
3580,collection0071,collection0485
3581,collection0450,collection1280
3582,collection0363,collection1378
3583,collection0209,collection0242
3584,collection0280,collection1489
3585,collection0479,collection1641
3586,collection0014,collection1043
3587,collection0127,collection0905
3588,collection0002,collection0189
3589,collection0375,collection0791
3590,collection0043,collection0527
3591,collection0206,collection0874
3592,collection0113,collection0677
3593,collection0001,collection0116
3594,collection0130,collection0294
3595,collection0311,collection1184
3596,collection0220,collection0455
3597,collection0748,collection1805
3598,collection0770,collection1184
3599,collection0039,collection0242
3600,collection0013,collection0095
3601,collection0590,collection1489
3602,collection0779,collection1092
3603,collection0021,collection1846
3604,collection0038,collection0869
3605,collection1208,collection2304
3606,collection0415,collection0514
3607,collection0346,collection0746
3608,collection0002,collection0713
3609,collection0021,collection0488
3610,collection0040,collection1036
3611,collection0039,collection0061
3612,collection0011,collection0122
3613,collection1198,collection1454
3614,collection0272,collection0703
3615,collection0034,collection1146
3616,collection0896,collection1167
3617,collection0548,collection1780
3618,collection0770,collection0874
3619,collection1441,collection2135
3620,collection0002,collection1132
3621,collection0214,collection0415
3622,collection0371,collection1061
3623,collection0295,collection2012
3624,collection0174,collection0841
3625,collection0002,collection1250
3626,collection0428,collection1158
3627,collection0028,collection0192
3628,collection0282,collection0939
3629,collection0003,collection0351
3630,collection0166,collection0222
3631,collection0024,collection0303
3632,collection0004,collection1618
3633,collection0032,collection0734
3634,collection0525,collection1487
3635,collection0328,collection0647
3636,collection0502,collection0940
3637,collection0256,collection1043
3638,collection0016,collection0037
3639,collection0181,collection0332
3640,collection1829,collection2012
3641,collection0396,collection2304
3642,collection0328,collection0859
3643,collection0287,collection0514
3644,collection0100,collection1043
3645,collection0488,collection2040
3646,collection0521,collection1146
3647,collection1538,collection1768
3648,collection0013,collection0746
3649,collection0220,collection2008
3650,collection0054,collection0651
3651,collection0107,collection0151
3652,collection0034,collection0105
3653,collection0455,collection0701
3654,collection1146,collection1796
3655,collection0003,collection0109
3656,collection0014,collection2018
3657,collection0181,collection0876
3658,collection0064,collection0710
3659,collection0859,collection1671
3660,collection0407,collection0415
3661,collection1072,collection2304
3662,collection0043,collection0241
3663,collection0556,collection0566
3664,collection0647,collection1768
3665,collection0017,collection0521
3666,collection0301,collection0311
3667,collection0048,collection2047
3668,collection0017,collection2047
3669,collection0341,collection0856
3670,collection0017,collection0760
3671,collection0450,collection1210
3672,collection0047,collection0068
3673,collection0344,collection1399
3674,collection0043,collection1013
3675,collection0791,collection1382
3676,collection0466,collection0905
3677,collection0011,collection1846
3678,collection0371,collection0402
3679,collection0147,collection0399
3680,collection1768,collection2023
3681,collection0044,collection1487
3682,collection0582,collection1067
3683,collection0246,collection1626
3684,collection0244,collection1807
3685,collection0014,collection0056
3686,collection0660,collection1194
3687,collection0041,collection0939
3688,collection0562,collection0874
3689,collection1043,collection2012
3690,collection0130,collection0870
3691,collection0016,collection0746
3692,collection0084,collection0566
3693,collection0548,collection1434
3694,collection0244,collection1487
3695,collection0122,collection0214
3696,collection0272,collection0415
3697,collection0104,collection1325
3698,collection0001,collection1185
3699,collection0258,collection0861
3700,collection0779,collection1043
3701,collection0006,collection1130
3702,collection0016,collection0325
3703,collection0402,collection0500
3704,collection0122,collection1995
3705,collection0071,collection0127
3706,collection0402,collection1838
3707,collection0025,collection0502
3708,collection0414,collection0818
3709,collection0151,collection0189
3710,collection1078,collection1605
3711,collection0254,collection1378
3712,collection0424,collection0542
3713,collection0415,collection0485
3714,collection0521,collection1132
3715,collection0061,collection0459
3716,collection0325,collection1671
3717,collection0969,collection1399
3718,collection0231,collection0855
3719,collection0407,collection1043
3720,collection0272,collection0647
3721,collection0068,collection0485
3722,collection1067,collection1618
3723,collection0068,collection0400
3724,collection0058,collection0301
3725,collection0085,collection1067
3726,collection0686,collection1605
3727,collection0204,collection1121
3728,collection0020,collection1130
3729,collection0013,collection0514
3730,collection0107,collection0326
3731,collection0179,collection0244
3732,collection0022,collection0696
3733,collection0375,collection0610
3734,collection0038,collection1500
3735,collection0500,collection1489
3736,collection0124,collection1640
3737,collection0002,collection0285
3738,collection0122,collection0970
3739,collection0371,collection1626
3740,collection0316,collection0404
3741,collection0488,collection1605
3742,collection1072,collection1130
3743,collection0043,collection0087
3744,collection1167,collection1184
3745,collection0721,collection1198
3746,collection0093,collection1434
3747,collection0634,collection1383
3748,collection0037,collection1631
3749,collection0325,collection1487
3750,collection0155,collection0502
3751,collection0127,collection0246
3752,collection0181,collection0414
3753,collection0815,collection2304
3754,collection0475,collection1483
3755,collection0401,collection1989
3756,collection0278,collection0726
3757,collection0014,collection0032
3758,collection0162,collection1167
3759,collection0367,collection0770
3760,collection0466,collection2135
3761,collection0058,collection1089
3762,collection0905,collection1790
3763,collection0017,collection0093
3764,collection1280,collection1641
3765,collection0008,collection1280
3766,collection0004,collection0016
3767,collection2018,collection2023
3768,collection0525,collection1002
3769,collection0159,collection1383
3770,collection0525,collection1167
3771,collection0151,collection0204
3772,collection0237,collection1043
3773,collection0375,collection0877
3774,collection0044,collection1043
3775,collection0336,collection0773
3776,collection0669,collection1780
3777,collection0481,collection1216
3778,collection0129,collection1630
3779,collection0261,collection0677
3780,collection0407,collection0502
3781,collection0166,collection2040
3782,collection0710,collection0983
3783,collection0032,collection0537
3784,collection0002,collection1243
3785,collection0896,collection2012
3786,collection0284,collection1121
3787,collection1208,collection1376
3788,collection0107,collection0375
3789,collection0130,collection0450
3790,collection0484,collection1768
3791,collection0278,collection0969
3792,collection1208,collection1790
3793,collection0043,collection0404
3794,collection0118,collection0727
3795,collection0287,collection0341
3796,collection1207,collection2008
3797,collection0674,collection2008
3798,collection0022,collection0401
3799,collection0459,collection0703
3800,collection0187,collection0424
3801,collection0110,collection0351
3802,collection0234,collection0238
3803,collection0014,collection1210
3804,collection0242,collection1995
3805,collection0020,collection0779
3806,collection0919,collection2304
3807,collection0303,collection0537
3808,collection0896,collection0945
3809,collection0104,collection1002
3810,collection0284,collection0364
3811,collection0124,collection0242
3812,collection0011,collection0483
3813,collection0311,collection1146
3814,collection0001,collection0502
3815,collection0770,collection1454
3816,collection0013,collection0314
3817,collection0215,collection0548
3818,collection0726,collection0746
3819,collection0015,collection0485
3820,collection1362,collection1441
3821,collection0017,collection0797
3822,collection0342,collection0450
3823,collection0006,collection0855
3824,collection0181,collection0400
3825,collection0100,collection0214
3826,collection0094,collection0734
3827,collection0190,collection0610
3828,collection0039,collection0162
3829,collection0034,collection0749
3830,collection0005,collection0414
3831,collection0002,collection0064
3832,collection0104,collection0159
3833,collection0276,collection0364
3834,collection0130,collection0677
3835,collection0859,collection2018
3836,collection1013,collection1198
3837,collection0756,collection1678
3838,collection0084,collection1060
3839,collection0166,collection1067
3840,collection0107,collection0214
3841,collection0007,collection0756
3842,collection0234,collection0570
3843,collection0660,collection0896
3844,collection0325,collection2304
3845,collection0122,collection1500
3846,collection0151,collection1354
3847,collection0428,collection1146
3848,collection0316,collection2008
3849,collection0360,collection2008
3850,collection0045,collection1092
3851,collection0001,collection0314
3852,collection0010,collection0459
3853,collection0002,collection0500
3854,collection0013,collection1640
3855,collection0280,collection0414
3856,collection1184,collection1537
3857,collection0041,collection0414
3858,collection0047,collection0995
3859,collection0608,collection0939
3860,collection0013,collection2040
3861,collection0077,collection0459
3862,collection0014,collection0077
3863,collection0363,collection0485
3864,collection0483,collection0525
3865,collection0701,collection0727
3866,collection0162,collection0653
3867,collection0325,collection1846
3868,collection0032,collection0316
3869,collection0032,collection1631
3870,collection0595,collection2018
3871,collection0010,collection0542
3872,collection0451,collection1036
3873,collection0585,collection1185
3874,collection0030,collection0068
3875,collection0590,collection1483
3876,collection0063,collection0488
3877,collection0427,collection1846
3878,collection0414,collection0566
3879,collection0020,collection0298
3880,collection0404,collection0861
3881,collection0100,collection0282
3882,collection0514,collection1132
3883,collection0404,collection1487
3884,collection0167,collection1167
3885,collection0043,collection0179
3886,collection0052,collection0100
3887,collection0036,collection0155
3888,collection0514,collection0527
3889,collection0001,collection0556
3890,collection0351,collection0877
3891,collection0088,collection1804
3892,collection0566,collection1374
3893,collection0041,collection1348
3894,collection0002,collection0502
3895,collection0003,collection0023
3896,collection0170,collection0424
3897,collection0278,collection0935
3898,collection0043,collection0595
3899,collection0008,collection0674
3900,collection0107,collection1025
3901,collection0939,collection0969
3902,collection0256,collection0945
3903,collection0071,collection1216
3904,collection0282,collection0415
3905,collection0276,collection0400
3906,collection0280,collection1805
3907,collection0346,collection0578
3908,collection0093,collection1185
3909,collection0071,collection1605
3910,collection0016,collection0148
3911,collection0653,collection1216
3912,collection0010,collection1489
3913,collection0674,collection1378
3914,collection0703,collection2012
3915,collection0159,collection0276
3916,collection0181,collection1167
3917,collection0044,collection0877
3918,collection0089,collection0861
3919,collection0105,collection0713
3920,collection0334,collection0485
3921,collection0005,collection1807
3922,collection0204,collection0280
3923,collection0022,collection1216
3924,collection0278,collection0556
3925,collection0005,collection0360
3926,collection0285,collection0837
3927,collection0187,collection0206
3928,collection0044,collection0072
3929,collection0935,collection1376
3930,collection0105,collection0187
3931,collection0206,collection1184
3932,collection0020,collection0039
3933,collection0044,collection0179
3934,collection0058,collection0450
3935,collection0162,collection0764
3936,collection0003,collection0214
3937,collection0877,collection1250
3938,collection0097,collection0174
3939,collection0251,collection0420
3940,collection0244,collection0370
3941,collection0660,collection1061
3942,collection0071,collection0537
3943,collection0162,collection1995
3944,collection0912,collection2012
3945,collection0316,collection0481
3946,collection0282,collection0905
3947,collection0032,collection1203
3948,collection1342,collection2304
3949,collection0238,collection0726
3950,collection0037,collection0514
3951,collection0045,collection0287
3952,collection0037,collection0039
3953,collection0475,collection1537
3954,collection0190,collection0896
3955,collection0061,collection0326
3956,collection0129,collection2018
3957,collection0058,collection0311
3958,collection0282,collection0521
3959,collection0110,collection0945
3960,collection0701,collection1412
3961,collection0181,collection0312
3962,collection0089,collection0590
3963,collection0375,collection2135
3964,collection0796,collection2304
3965,collection0006,collection0254
3966,collection0044,collection0111
3967,collection0015,collection0287
3968,collection0280,collection0484
3969,collection0062,collection1121
3970,collection0155,collection0216
3971,collection0669,collection0791
3972,collection0017,collection1025
3973,collection0017,collection0581
3974,collection0148,collection0727
3975,collection0030,collection0370
3976,collection0831,collection1537
3977,collection0100,collection0105
3978,collection0124,collection0244
3979,collection0170,collection0725
3980,collection0013,collection0301
3981,collection0325,collection0521
3982,collection0748,collection0965
3983,collection0047,collection0303
3984,collection0363,collection2135
3985,collection0414,collection0556
3986,collection0109,collection1678
3987,collection0674,collection2018
3988,collection0256,collection0484
3989,collection0254,collection0500
3990,collection0214,collection0414
3991,collection0130,collection0162
3992,collection0037,collection0183
3993,collection1317,collection2304
3994,collection0105,collection0727
3995,collection0206,collection1441
3996,collection0556,collection0756
3997,collection0303,collection0548
3998,collection0002,collection1309
3999,collection0244,collection0726
4000,collection0363,collection0557
4001,collection0077,collection0162
4002,collection0242,collection0455
4003,collection0204,collection2135
4004,collection0025,collection0068
4005,collection0068,collection0945
4006,collection0181,collection0284
4007,collection0013,collection0487
4008,collection0003,collection0514
4009,collection0677,collection0749
4010,collection0214,collection0462
4011,collection0287,collection0677
4012,collection0316,collection1487
4013,collection0055,collection0713
4014,collection0047,collection0256
4015,collection1280,collection1618
4016,collection0188,collection0256
4017,collection0525,collection2008
4018,collection0014,collection0696
4019,collection1678,collection1768
4020,collection0462,collection1043
4021,collection0450,collection0841
4022,collection0127,collection0428
4023,collection0174,collection2012
4024,collection1333,collection1378
4025,collection0331,collection0797
4026,collection0025,collection0331
4027,collection1146,collection1382
4028,collection0841,collection1605
4029,collection0190,collection2012
4030,collection0272,collection0450
4031,collection0130,collection2018
4032,collection0569,collection0725
4033,collection0037,collection1216
4034,collection0749,collection1618
4035,collection0001,collection0311
4036,collection0124,collection0238
4037,collection0073,collection0984
4038,collection0008,collection0280
4039,collection1130,collection1768
4040,collection0190,collection0483
4041,collection0896,collection1097
4042,collection0500,collection0502
4043,collection0008,collection0931
4044,collection0093,collection0739
4045,collection0015,collection0317
4046,collection0459,collection2135
4047,collection0547,collection1036
4048,collection0336,collection1240
4049,collection0100,collection0220
4050,collection0105,collection0402
4051,collection0746,collection1060
4052,collection0127,collection0278
4053,collection0030,collection1846
4054,collection0073,collection2018
4055,collection0003,collection0256
4056,collection1110,collection1537
4057,collection0062,collection0858
4058,collection0005,collection0401
4059,collection1006,collection1378
4060,collection0013,collection0284
4061,collection0446,collection1061
4062,collection0945,collection1121
4063,collection0245,collection1500
4064,collection0424,collection0779
4065,collection0214,collection0280
4066,collection0014,collection0063
4067,collection0402,collection1768
4068,collection0746,collection0789
4069,collection0438,collection1585
4070,collection0048,collection2040
4071,collection0036,collection0044
4072,collection0256,collection1697
4073,collection0008,collection0896
4074,collection0017,collection0856
4075,collection0726,collection1033
4076,collection1043,collection1216
4077,collection0159,collection1072
4078,collection0234,collection0254
4079,collection0159,collection0346
4080,collection0008,collection2013
4081,collection1026,collection1378
4082,collection0133,collection1487
4083,collection0127,collection1348
4084,collection0094,collection0113
4085,collection0621,collection1378
4086,collection2125,collection2304
4087,collection0485,collection1184
4088,collection0238,collection0595
4089,collection0244,collection0485
4090,collection0174,collection0395
4091,collection0651,collection0896
4092,collection1067,collection1631
4093,collection0032,collection0077
4094,collection0003,collection1641
4095,collection0647,collection1790
4096,collection0488,collection0500
4097,collection0354,collection2040
4098,collection0021,collection0791
4099,collection0015,collection0187
4100,collection0089,collection0284
4101,collection0006,collection1208
4102,collection0062,collection0748
4103,collection0148,collection0896
4104,collection0466,collection2212
4105,collection0118,collection0269
4106,collection0022,collection0272
4107,collection0081,collection0455
4108,collection1002,collection1768
4109,collection1026,collection1036
4110,collection0040,collection0969
4111,collection0151,collection0761
4112,collection0030,collection0514
4113,collection0073,collection0237
4114,collection0204,collection0344
4115,collection0183,collection1374
4116,collection0142,collection0363
4117,collection0130,collection0424
4118,collection1192,collection1362
4119,collection0315,collection0367
4120,collection0166,collection0610
4121,collection0040,collection0502
4122,collection0166,collection0748
4123,collection0660,collection1626
4124,collection0198,collection0276
4125,collection0043,collection0660
4126,collection0010,collection0360
4127,collection0124,collection0415
4128,collection0488,collection0585
4129,collection0097,collection0258
4130,collection0017,collection1531
4131,collection0634,collection0734
4132,collection0895,collection1072
4133,collection0002,collection1146
4134,collection0002,collection0983
4135,collection0311,collection0608
4136,collection0148,collection1132
4137,collection0502,collection2012
4138,collection0188,collection2012
4139,collection0746,collection1158
4140,collection0044,collection0542
4141,collection0206,collection0245
4142,collection0608,collection1348
4143,collection0100,collection1626
4144,collection0055,collection0500
4145,collection0402,collection2047
4146,collection0162,collection1067
4147,collection0041,collection0254
4148,collection0004,collection0402
4149,collection0556,collection2018
4150,collection0870,collection1989
4151,collection0371,collection0739
4152,collection0002,collection0360
4153,collection0346,collection0364
4154,collection0068,collection0303
4155,collection0014,collection0158
4156,collection0282,collection0670
4157,collection0298,collection0562
4158,collection0006,collection0039
4159,collection0038,collection0420
4160,collection0424,collection0770
4161,collection0013,collection0093
4162,collection0073,collection0414
4163,collection0258,collection1631
4164,collection0004,collection0756
4165,collection0014,collection0475
4166,collection0696,collection1132
4167,collection0058,collection0466
4168,collection0276,collection1537
4169,collection0037,collection0301
4170,collection0428,collection1382
4171,collection0017,collection1067
4172,collection0214,collection1208
4173,collection0459,collection0965
4174,collection0104,collection0896
4175,collection0162,collection1805
4176,collection0068,collection0634
4177,collection0048,collection0521
4178,collection0056,collection0331
4179,collection0280,collection1378
4180,collection0054,collection1500
4181,collection0147,collection0485
4182,collection0725,collection1631
4183,collection0017,collection1626
4184,collection0527,collection0727
4185,collection0375,collection0945
4186,collection0056,collection1167
4187,collection0316,collection0729
4188,collection0428,collection1208
4189,collection0502,collection0746
4190,collection0484,collection0578
4191,collection0044,collection0651
4192,collection0002,collection0861
4193,collection0209,collection0634
4194,collection0047,collection1780
4195,collection0190,collection1198
4196,collection0214,collection0407
4197,collection0052,collection0531
4198,collection0303,collection0610
