retweeted_url,RP(H),retweets_count
https://election.ctvnews.ca/may-slams-scheer-for-re-entering-partisan-politics-after-being-speaker-1.4618968,-0.34,3
https://huffingtonpost.ca/entry/scheer-winnipeg-storm_ca_5da4f1d4e4b08f36548f8c3d?ncid=tweetlnkcahpmg00000002,-0.34,14
https://cbc.ca/news/politics/green-party-election-elizabeth-may-results-1.5329778?cmp=rss,-0.34,5
https://theguardian.com/world/2019/oct/04/canada-far-right-anti-muslim-propaganda-targeting-trudeau,-0.33,153
https://bbc.com/news/world-us-canada-49938384,-0.33,163
https://cbc.ca/news/politics/singh-bill-21-supreme-court-1.5313065?cmp=rss,-0.33,5
https://huffingtonpost.ca/entry/andrew-scheer-climate-march_ca_5d8cfd8ae4b0ac3cdda55cf8?ncid=tweetlnkcahpmg00000002,-0.33,22
https://cbc.ca/news/canada/british-columbia/horses-transport-food-slaughter-1.5341587?cmp=rss,-0.33,5
https://globalnews.ca/news/5950748/climate-change-policy-conversation/?utm_source=%40globalnews&utm_medium=twitter,-0.33,5
http://globalnews.ca/news/6025644/conservative-facebook-ads-drugs-liberals/,-0.33,25
https://thestar.com/opinion/contributors/2019/10/01/why-andrew-scheer-would-be-a-dangerous-prime-minister.html,-0.32,55
https://election.ctvnews.ca/truth-tracker-no-justin-trudeau-does-not-want-to-implement-sharia-law-in-canada-1.4644834,-0.32,25
https://google.ca/amp/s/m.huffingtonpost.ca/amp/thomas-a-lukaszuk/jason-kenney-campaign-trudeau-ottawa_a_23455444/,-0.32,6
https://theglobeandmail.com/politics/article-trudeau-says-canada-could-wake-up-tuesday-to-scheer-as-prime-minister/,-0.32,7
https://fcm.ca/en/news-media/news-release/fcm-responds-conservative-party-2019-election-platform,-0.32,15
https://election.ctvnews.ca/the-6-biggest-surprises-of-election-night-1.4649365,-0.32,5
https://cbc.ca/news/canada/manitoba/newcomer-vote-videos-1.5314892,-0.32,15
https://finance.yahoo.com/news/andrew-scheer-wont-make-life-more-affordable-174403119.html?soc_src=community&soc_trk=tw,-0.32,20
https://thestar.com/politics/federal/2019/10/21/liberals-hang-on.html?utm_source=twitter&utm_medium=socialmedia&utm_campaign=1230pm&utm_campaign_id=nationalnews&utm_content=liberalshangon&utm_source=twitter&source=torontostar&utm_medium=socialmedia&utm_campaign=&utm_campaign_id=&utm_content=,-0.31,22
https://edition.cnn.com/2019/10/20/world/andrew-scheer-newton-intl/index.html,-0.31,94
