collection_name,retweeted_url,retweets_count,RP(H)
collection_0054,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/27/joaquim-barbosa-declara-voto-em-fernando-haddad-para-presidencia.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,363,-0.486586952064475
collection_0055,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/27/janot-apoio-fernando-haddad.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,349,-0.529246832895939
collection_0056,https://g1.globo.com/politica/eleicoes/2018/noticia/2018/10/19/pdt-pede-ao-tse-nova-eleicao-de-primeiro-turno-sem-jair-bolsonaro.ghtml?utm_source=twitter&utm_medium=social&utm_campaign=g1,346,-0.412573993778501
collection_0057,https://extra.globo.com/fato-ou-fake/e-fake-que-haddad-disse-logo-apos-1-turno-que-vai-fazer-lula-ser-presidente-do-brasil-23141917.html?utm_source=twitter&utm_medium=social&utm_campaign=extra,345,-0.338069397581159
collection_0058,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/18/haddad-pedido-prisao-rede-propaganda-eleitoral-contra-pt.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,342,-0.528845209334039
collection_0059,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/18/haddad-organizacao-criminosa-bolsonaro-redes-sociais.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,318,-0.463465232370093
collection_0060,https://lula.com.br/haddad-reitera-compromisso-por-segundo-turno-sem-odio-ninguem-deve-ser-agredido-pelo-que-pensa/,315,-0.815247820072546
collection_0061,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/15/marun-declara-voto-em-bolsonaro-por-enxergar-agenda-semelhante-a-de-temer.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,307,-0.485577261993131
collection_0062,https://exame.abril.com.br/economia/economistas-lancam-manifesto-pro-haddad-premio-nobel-esta-na-lista/,304,-0.799720688490381
collection_0063,https://g1.globo.com/politica/eleicoes/noticia/2018/10/20/protestos-contra-candidatura-de-bolsonaro-ocorrem-em-varias-cidades-pelo-pais.ghtml?utm_source=twitter&utm_medium=social&utm_campaign=g1,304,-0.503498179635938
collection_0064,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/14/haddad-questiona-limite-de-bolsonaro-e-diz-campanha-pode-nao-acabar-bem.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,304,-0.480282300823714
collection_0065,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/10/14/haddad-pagou-r-245-mi-em-contratos-sob-suspeita.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,304,0.377970639603779
collection_0066,https://obrasilfelizdenovo.com/nos-vamos-checar-a-autoria-deste-crime-afirma-haddad-sobre-denuncia-contra-bolsonaro/,303,-0.814138096131198
collection_0067,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/16/em-propaganda-na-tv-pt-associa-bolsonaro-a-ditadura-e-a-tortura.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,303,-0.523309084441238
collection_0068,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/16/haddad-pede-investigacao-de-crime-eleitoral-por-visita-de-bolsonaro-ao-bope.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,294,-0.471282269372855
collection_0069,https://g1.globo.com/ba/bahia/noticia/2018/10/08/capoeirista-esfaqueado-em-salvador-foi-morto-apos-falar-de-discorda-de-opiniao-politica-de-suspeito-do-crime.ghtml?utm_source=twitter&utm_medium=social&utm_campaign=g1,293,-0.349200161357635
collection_0070,https://valor.com.br/u/5914261,282,-0.334622169008971
collection_0071,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/29/bolsonaro-diz-no-jn-que-imprensa-que-mentir-nao-tera-apoio-do-governo.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,276,0.102156524154882
collection_0072,https://oglobo.globo.com/fato-ou-fake/e-fake-que-jair-bolsonaro-foi-apontado-por-fundacao-como-politico-mais-honesto-do-mundo-23165892?utm_source=twitter&utm_medium=social&utm_campaign=o%20globo,275,-0.459204525291932
collection_0073,https://veja.abril.com.br/politica/em-aproximacao-ao-dem-bolsonaro-convida-ate-condenado-para-governo/,275,-0.346662142995503
collection_0074,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/27/amanha-vamos-comemorar-uma-vitoria-historica-da-verdade-diz-haddad.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,271,-0.638963957974674
collection_0075,https://valor.com.br/u/5918171,268,-0.496000710480523
collection_0076,https://revistaforum.com.br/angela-davis-se-posiciona-contra-jair-bolsonaro-psl-com-placa-de-elenao/,266,-0.697655233921013
collection_0077,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/23/jornalista-reclama-de-nao-poder-perguntar-a-bolsonaro-e-pede-demissao-no-ar.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,263,-0.398472297354099
collection_0078,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/24/bolsonaro-crime-eleitoral-eleitores-pedir-voto-no-domingo.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,258,-0.439507469535623
collection_0079,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/12/haddad-diz-que-ativista-do-bolsonaro-o-perseguiu-e-ameacou-comitiva-no-df.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,257,-0.477287681758182
collection_0080,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/09/pt-tse-mpe-fake-news-bolsonaro.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,255,-0.45504809249851
collection_0081,https://pt.org.br/lula-e-haddad-a-dupla-que-revolucionou-a-educacao-no-brasil/,253,-0.842034453971879
collection_0082,"https://internacional.estadao.com.br/noticias/geral,mulher-assume-maior-comando-do-exercito-dos-eua-pela-1-vez-na-historia,70002551672",245,0.613566638916898
collection_0083,https://lula.com.br/atencao-para-o-top-de-10-absurdos-de-bolsonaro/,241,-0.754856074187514
collection_0084,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/12/eleicoes-2018-2-turno-nordeste-bolsonaro-haddad-rn-pdt-carlos-eduardo.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,238,0.376364344632619
collection_0085,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/18/datafolha-bolsonaro-debate-haddad.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,235,-0.520375938823604
collection_0086,https://valor.com.br/u/5896827,234,-0.412086890256126
collection_0087,https://noticias.uol.com.br/comprova/ultimas-noticias/2018/10/09/video-em-que-haddad-fala-em-subir-rampa-com-lula-nao-e-promessa-de-campanha.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,234,-0.261359022634854
collection_0088,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/24/estudante-espancado-apoiadores-bolsonaro.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,231,-0.573226488886332
collection_0089,https://g1.globo.com/politica/eleicoes/2018/noticia/2018/10/18/pt-pede-ao-tse-para-declarar-jair-bolsonaro-inelegivel-por-oito-anos.ghtml?utm_source=twitter&utm_medium=social&utm_campaign=g1,230,-0.399277365521738
collection_0090,https://oglobo.globo.com/brasil/bolsonaro-admite-que-pode-faltar-debates-mesmo-que-seja-liberado-pelos-medicos-23149583?utm_source=twitter&utm_medium=social&utm_campaign=o%20globo,229,-0.79320421837729
collection_0091,https://g1.globo.com/sp/sao-paulo/eleicoes/2018/noticia/2018/10/10/eu-vou-ate-a-enfermaria-em-que-ele-estiver-diz-haddad-sobre-debate-com-bolsonaro.ghtml,228,-0.343885665030577
collection_0092,https://g1.globo.com/politica/eleicoes/2018/noticia/2018/10/05/bolsonaro-diz-que-eventual-governo-tera-no-maximo-15-ministerios.ghtml,228,0.338893325986279
collection_0093,https://istoe.com.br/bolsonaro-consegue-apoio-robusto-nas-ruas-antes-do-segundo-turno/,226,0.635223476762486
collection_0094,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/16/pt-pede-que-pge-investigue-empresa-de-estrategia-digital-de-bolsonaro.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,225,-0.526018752104808
collection_0095,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/25/nao-leva-a-lugar-nenhum-discutir-politica-diz-bolsonaro.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,225,-0.41136149372155
collection_0096,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/10/14/pt-pede-direito-de-resposta-contra-bolsonaro-em-torno-de-suposto-kit-gay.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,224,-0.417245188676301
collection_0097,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/29/mesmo-derrotado-haddad-venceu-na-maioria-das-cidades-do-pais.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,219,-0.151132393146237
collection_0098,https://lula.com.br/bolsonaro-foge-de-debate-e-de-reuniao-do-tse-sobre-fake-news/,218,-0.821271935408197
collection_0099,https://jovempan.com.br/programas/jornal-da-manha/parana-pesquisas-bolsonaro-chega-a-quase-70-dos-votos-validos-em-sao-paulo.html,206,0.575437708745598
collection_0100,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/27/joaquim-barbosa-rebate-bolsonaro-mensalao-falso-fake-apoio-haddad.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,200,-0.5141046914911
collection_0101,https://lula.com.br/empresarios-bancam-campanha-contra-o-pt-pelo-whatsapp-afirma-folha-de-s-paulo/,199,-0.833701311921391
collection_0102,https://g1.globo.com/pe/caruaru-regiao/eleicoes/2018/noticia/2018/10/10/haddad-diz-que-vai-dar-apoio-a-lava-jato-e-nao-vai-colocar-sujeira-debaixo-do-tapete.ghtml,199,-0.309228804613021
collection_0103,http://pt.org.br/lula-faz-aniversario-neste-sabado-6-e-quer-ver-o-povo-votar-13/,195,-0.776218143099184
collection_0104,https://g1.globo.com/rj/rio-de-janeiro/eleicoes/2018/noticia/2018/10/18/jair-bolsonaro-afirma-que-nao-vai-a-debates-no-segundo-turno.ghtml?utm_source=twitter&utm_medium=social&utm_campaign=g1,193,-0.0807073705175553
collection_0105,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/23/pesquisa-ibope-rejeicao-bolsonaro-haddad-23-de-outubro.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,190,-0.48103255174394
collection_0106,https://g1.globo.com/politica/eleicoes/2018/noticia/2018/10/10/pdt-de-ciro-gomes-anuncia-apoio-critico-a-fernando-haddad-no-segundo-turno.ghtml?utm_source=twitter&utm_medium=social&utm_campaign=g1,190,-0.399979854382461
collection_0107,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/20/candidato-bolsonaro-temer-cargos-planalto.htm,189,-0.608335734205633
collection_0108,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/24/haddad-bolsonaro-traicao-evangelicos-entrevistas.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,189,-0.469346105854728
collection_0109,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/12/doria-tenta-reuniao-mas-bolsonaro-nao-aparece-e-psl-nega-apoio-a-tucano.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,186,-0.293050503306201
collection_0110,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/reuters/2018/10/19/e-dificil-ligar-bolsonaro-a-crime-no-caso-do-whatsapp-diz-fonte-do-mp.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,183,0.354099392664682
collection_0111,https://brasil.elpais.com/brasil/2018/05/18/politica/1526612140_988427.html,182,-0.807240567443584
collection_0112,https://noticias.uol.com.br/comprova/ultimas-noticias/2018/10/09/eleitores-que-filmaram-voto-em-bolsonaro-anulado-estavam-errando-o-cargo.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,179,-0.347224116886263
collection_0113,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/16/bolsonaro-rejeicao-nordeste.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,179,-0.342302277108229
collection_0114,https://g1.globo.com/sp/sao-paulo/eleicoes/2018/noticia/2018/10/09/haddad-diz-estar-aberto-a-incorporar-propostas-de-ciro-gomes-em-programa-de-governo.ghtml?utm_source=twitter&utm_medium=social&utm_campaign=g1,177,-0.313404982313302
collection_0115,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/10/bolsonaro-diz-dispensar-votos-de-quem-pratica-violencia-contra-opositores.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,177,0.310221946366566
collection_0116,https://lula.com.br/policia-federal-e-acionada-para-investigar-fabrica-de-fake-news-de-bolsonaro/,176,-0.82676348560862
collection_0117,https://g1.globo.com/politica/blog/andreia-sadi/post/2018/10/27/ex-ministro-do-stf-joaquim-barbosa-declara-voto-em-fernando-haddad.ghtml,171,-0.510841491485344
collection_0118,https://mauriciostycer.blogosfera.uol.com.br/2018/10/22/apos-desistencia-de-bolsonaro-globo-cancela-debate-e-nao-entrevista-haddad/?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,171,0.181878356740018
collection_0119,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2018/10/10/medica-que-rasgou-receita-apos-paciente-dizer-que-votou-em-haddad-e-afastada.ghtml?utm_source=twitter&utm_medium=social&utm_campaign=g1,169,-0.257352879203776
collection_0120,https://pt.org.br/liveblog/minuto-a-minuto-do-ato-nacional-todos-pelo-brasil-bolsonaronao/,167,-0.863672771764959
collection_0121,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/15/haddad-virar-tarefa-dificil-aguentar-governo-bolsonaro.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,165,-0.441723107156642
collection_0122,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/10/05/tse-determina-remocao-de-fake-news-contra-haddad.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,163,-0.60404219266199
collection_0123,https://brasildefato.com.br/2018/10/03/artigo-or-o-risco-bolsonaro-8-pontos-para-pensar-as-eleicoes/,163,-0.572780688557058
collection_0124,https://noticias.uol.com.br/comprova/ultimas-noticias/2018/10/05/nao-e-verdade-que-manifestantes-ficaram-nus-em-protesto-contra-bolsonaro.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,161,-0.543945081693576
collection_0125,https://gazetadopovo.com.br/eleicoes/2018/joice-hasselmann-convida-doria-a-trocar-o-psdb-pelo-psl-de-bolsonaro-d1b65lhgqzkwsnu5bli0p6kfq/?utm_source=twitter&utm_medium=midia-social&utm_campaign=gazeta-do-povo&utm_content=eleicoes-2018,159,0.486839236536006
collection_0126,https://lula.com.br/no-dia-dos-professores-haddad-mostra-o-que-fez-e-o-que-fara-pela-educacao/,154,-0.834331038585035
collection_0127,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/30/protesto-bolsonaro-sao-paulo-avenida-paulista-boulos-resistencia.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,153,-0.130155459367022
collection_0128,https://lula.com.br/haddad-estamos-diante-de-uma-tentativa-de-fraude-eleitoral/,151,-0.808608074065429
collection_0129,https://revistaforum.com.br/globo-esconde-escandalo-de-bolsonaro-no-jornal-nacional-e-veicula-comercial-da-havan/,151,-0.797937633525592
collection_0130,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/10/09/bolsonaro-lamenta-morte-e-agressoes-mas-diz-nao-controle-sobre-apoiadores.htm?utm_source=twitter&utm_medium=social-media&utm_campaign=noticias&utm_content=geral,149,-0.093489882437145
collection_0131,https://oglobo.globo.com/fato-ou-fake/e-fake-que-pf-apreendeu-van-com-urnas-eletronicas-alteradas-com-votos-para-haddad-23132435?utm_source=twitter&utm_medium=social&utm_campaign=o%20globo,148,-0.313614650813402
collection_0132,https://oglobo.globo.com/fato-ou-fake/e-fake-que-apresentadora-monalisa-perrone-declarou-voto-em-fernando-haddad-23191372?utm_source=twitter&utm_medium=social&utm_campaign=o%20globo,147,0.53383449272485
