ID,"Score Date (GMT)",Timestep,Likes,"Average Likes",Comments,"Average Comments",Shares,"Avg Shares",Loves,"Avg Loves",Wows,"Avg Wows",Hahas,"Avg Hahas",Sads,"Avg Sads",Angrys,"Avg Angrys",Cares,"Avg Cares",Reactions,"Avg Reactions","Post Views","Avg Post Views","Total Views","Avg Total Views","Total Views for all Crossposts","Avg Total Views for all Crossposts","Views While Live","Avg Views While Live","Overperforming(+)/Underperforming(-) Score","Post Date (GMT)","2021-07-04 22:38:03",https://www.facebook.com/MajuCoutinhoReal/posts/3758007754304128
"3758007754304128	","2021-07-05 19:55:29",36,61973,22194,2950,2577,584,658,7773,5780,84,112,180,23,4,115,14,11,65,242,70093,27881,0,0,0,0,0,0,0,0,2.3x,,,
"3758007754304128	","2021-07-05 15:55:47",32,57669,20712,2719,2577,560,658,7319,5780,83,104,162,21,4,115,12,9,60,242,65309,26846,0,0,0,0,0,0,0,0,2.3x,,,
"3758007754304128	","2021-07-05 11:40:29",28,51108,20592,2417,2577,487,630,6566,5780,76,104,145,21,4,115,10,9,57,242,57966,26846,0,0,0,0,0,0,0,0,2.0x,,,
"3758007754304128	","2021-07-05 10:48:08",27,49491,20592,2314,2577,468,630,6387,5392,73,104,138,21,4,115,8,9,56,242,56157,26846,0,0,0,0,0,0,0,0,2.0x,,,
"3758007754304128	","2021-07-05 07:34:06",20,45870,20592,2142,2577,424,630,6065,4968,66,88,128,21,4,115,7,8,52,232,52192,26846,0,0,0,0,0,0,0,0,1.9x,,,
"3758007754304128	","2021-07-05 03:33:35",12,43895,14082,2067,1597,392,395,5761,3830,63,63,118,15,4,115,6,6,49,184,49896,18353,0,0,0,0,0,0,0,0,2.6x,,,
"3758007754304128	","2021-07-04 23:26:32",3,19328,6182,1036,703,185,187,2679,1884,31,29,50,7,1,13,2,2,25,70,22116,8257,0,0,0,0,0,0,0,0,2.6x,,,
